Rect: Rect(42.7044677734375, 184.32814025878906, 47.04046630859375, 190.12814331054688), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(48.231624603271484, 184.03094482421875, 51.567626953125, 190.12794494628906), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(53.2552490234375, 184.4319305419922, 53.936279296875, 190.1279296875), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(55.43072509765625, 186.0004425048828, 58.54472732543945, 190.2244415283203), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(63.002777099609375, 184.03173828125, 66.55377960205078, 190.2247314453125), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(68.17162322998047, 185.99974060058594, 70.74662780761719, 190.1277313232422), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(71.63446807861328, 185.9996337890625, 75.25946807861328, 190.22463989257812), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(76.14696502685547, 186.09573364257812, 82.09896850585938, 190.1277313232422), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(83.37823486328125, 184.4319305419922, 84.0582275390625, 190.1279296875), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(85.74542236328125, 185.99974060058594, 89.14542388916016, 190.1277313232422), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(90.6343765258789, 185.99952697753906, 94.12237548828125, 191.99952697753906), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(99.06106567382812, 184.0311279296875, 102.54906463623047, 190.22512817382812), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(103.86962890625, 186.00013732910156, 107.34062194824219, 190.22413635253906), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(108.8689193725586, 184.03134155273438, 109.93292236328125, 190.1753387451172), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(111.14117431640625, 186.00013732910156, 114.90817260742188, 190.22512817382812), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(116.3802490234375, 185.99974060058594, 119.7802505493164, 190.1277313232422), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(121.2691421508789, 185.99952697753906, 124.75714111328125, 191.99952697753906), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(126.2442626953125, 186.0004425048828, 129.35726928710938, 190.2244415283203), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(133.58297729492188, 185.1360321044922, 136.55996704101562, 190.22503662109375), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(137.66363525390625, 186.00013732910156, 141.43063354492188, 190.22512817382812), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(146.2511749267578, 184.32774353027344, 149.63616943359375, 190.12774658203125), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(150.64378356933594, 184.2406463623047, 155.23577880859375, 190.22463989257812), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(157.1231689453125, 184.32774353027344, 160.6751708984375, 190.12774658203125), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(162.1942138671875, 189.54393005371094, 162.94622802734375, 190.2789306640625), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(167.20635986328125, 184.32814025878906, 171.5423583984375, 190.12814331054688), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
Rect: Rect(172.73452758789062, 184.03094482421875, 176.071533203125, 190.12794494628906), Stroke: None, Fill: (0.13669031858444214, 0.12195010483264923, 0.1252918243408203), Text: 
